id,source_dataset,categoria,subcategoria,nombre,descripcion,municipio,territorio,lat,lon,web,ficha_turismo,google_place_id,google_rating,google_num_reviews,local_ratio_confidence,signal_category,signal_hidden,signal_language_norm,signal_municipality,mappable,has_google_data,excluir_modelo,rec_txoko_social,rec_mendi_familia,rec_kultura,local_ratio,google_match_conf
txk_00000,albergues,Alojamiento,Albergues,BARRIKA SURF CAMP,"El albergue Barrika Surf Camp se encuentra en Barrika, pequeña población situada al...",Barrika,BIZKAIA,43.4052554955654,-2.96573902296243,http://www.barrikasurfcamp.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000066641_a1_rec_turismo/es_66641/66641-ficha2.html,ChIJO8_q8eFcTg0RF1_4mDiE5bA,4.7,46.0,medium,0.75,0.5379,0.3684,0.0,1,1,False,0,1,0,0.6426,high
txk_00001,albergues,Alojamiento,Albergues,MOANA SURF HOSTEL,Moana Surf Hostel situado en la pequeña localidad de Urduliz  en un entorno verde y boscos...,Urduliz,BIZKAIA,43.3709388791933,-2.94911924358427,http://www.moanasurfhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000066661_a1_rec_turismo/es_66661/66661-ficha2.html,ChIJ5cJ0tKdcTg0RVSyuEl7naCI,4.6,361.0,high,0.75,0.3884,0.3684,0.0,1,1,False,0,1,0,0.5982,high
txk_00002,albergues,Alojamiento,Albergues,GANBARA,"El albergue Ganbara Hostel, situado en el Casco Viejo de Bilbao es un alojamiento moderno y diver...",Bilbao,BIZKAIA,43.2583651967523,-2.91871262025516,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000066681_a1_rec_turismo/es_66681/66681-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000066681_a1_rec_turismo/es_66681/66681-ficha2.html,ChIJXyM3J8pPTg0RdfxVBiPE5vc,3.9,443.0,high,0.75,0.2105,0.3684,0.0,1,1,False,0,1,0,0.5309,high
txk_00003,albergues,Alojamiento,Albergues,PIL PIL HOSTEL,"Pil Pil Hostel está ubicado en el centro de Bilbao, muy cerca del estadio de fútbol...",Bilbao,BIZKAIA,43.262776242491,-2.94655542372641,http://www.pilpilhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000066701_a1_rec_turismo/es_66701/66701-ficha2.html,ChIJnU9JXiVQTg0RT46PefGzCWU,3.8,536.0,high,0.75,0.1804,0.3684,0.0,1,1,False,0,1,0,0.52,high
txk_00004,albergues,Alojamiento,Albergues,BILBAO AKELARRE YOUTH HOSTEL,"Albergue Bilbao Akelarre Youth Hostel está situado en el barrio de Deusto de Bilbao, conoc...",Bilbao,BIZKAIA,43.2687045091022,-2.95443208837744,http://www.bilbaoakelarrehostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000066721_a1_rec_turismo/es_66721/66721-ficha2.html,ChIJJbiI5j5QTg0R8h73Cqio6u4,4.4,335.0,high,0.75,0.3444,0.3684,0.0,1,1,False,0,1,0,0.5809,high
txk_00005,albergues,Alojamiento,Albergues,URBAN HOUSE,"El albergue Urban house, está situado en la Plaza Gipuzkoa, en pleno Casco Viejo de San Se...",Donostia / San Sebastián,GIPUZKOA,43.3215506963448,-1.98276478037686,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000067061_a1_rec_turismo/es_67061/67061-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000067061_a1_rec_turismo/es_67061/67061-ficha2.html,ChIJ4e2jxk2lUQ0Rcf8XNzrsZ9A,4.2,27.0,high,0.75,0.3551,0.3684,0.0,1,1,False,0,1,0,0.5789,high
txk_00006,albergues,Alojamiento,Albergues,UBA HOSTEL,"Nuestras playas urbanas nos convierten en una singular combinación de olas y bullicio, de ...",Donostia / San Sebastián,GIPUZKOA,43.3078797266407,-1.95497944920439,https://ubahostel.net/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000067081_a1_rec_turismo/es_67081/67081-ficha2.html,ChIJdRvqHoSvUQ0R0aiTdexiJTA,3.6,1244.0,high,0.75,0.1133,0.3684,0.0,1,1,False,0,1,0,0.4962,high
txk_00007,albergues,Alojamiento,Albergues,ZARAUTZ HOSTEL,Este albergue inaugurado en 2014 está situado a tan sólo 5 minutos de la playa de Z...,Zarautz,GIPUZKOA,43.2846143096364,-2.15888656506313,http://www.zarautzhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000068181_a1_rec_turismo/es_68181/68181-ficha2.html,ChIJC5pu8TvIUQ0RORRq5kgKDhs,4.6,261.0,high,0.75,0.411,0.3684,-0.1,1,1,False,0,1,0,0.5906,high
txk_00008,albergues,Alojamiento,Albergues,MOON HOSTEL BIO,Moon Hostel Bio es un albergue moderno y cómodo ubicado en el céntrico  barrio bilb...,Bilbao,BIZKAIA,43.2722987353625,-2.94677847047635,http://www.moonhostelbio.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069801_a1_rec_turismo/es_69801/69801-ficha2.html,ChIJx8t_pyJQTg0R7YsB0ggUa3Y,3.2,621.0,high,0.75,0.0438,0.3684,0.0,1,1,False,0,1,0,0.4667,high
txk_00009,albergues,Alojamiento,Albergues,SAN FERMIN 1,"Este albergue está situado en pleno casco antiguo de San Sebastián, y rodeado de lo...",Donostia / San Sebastián,GIPUZKOA,43.3231732667082,-1.98482386356533,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069821_a1_rec_turismo/es_69821/69821-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069821_a1_rec_turismo/es_69821/69821-ficha2.html,ChIJxdUjvk2lUQ0ReUFaxxrWz54,3.1,165.0,high,0.75,0.0277,0.3684,0.0,1,1,False,0,1,0,0.4597,high
txk_00010,albergues,Alojamiento,Albergues,SAN FERMIN 2,"Este albergue está situado en pleno casco antiguo de San Sebastián, y rodeado de lo...",Donostia / San Sebastián,GIPUZKOA,43.3231732667082,-1.98482386356533,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069841_a1_rec_turismo/es_69841/69841-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000069841_a1_rec_turismo/es_69841/69841-ficha2.html,ChIJ5z6KvU2lUQ0Rv4czODoBpgk,4.4,0.0,high,0.75,0.0,0.3684,0.0,1,1,False,0,1,0,0.4845,high
txk_00011,albergues,Alojamiento,Albergues,BBK BILBAO GOOD HOSTEL,"BBK Bilbao Good Hostel, está ubicado en el barrio bilbaíno de Bolueta, a tan s&oacu...",Bilbao,BIZKAIA,43.2467781848223,-2.90985744973047,http://www.bbkbilbaogoodhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000071221_a1_rec_turismo/es_71221/71221-ficha2.html,ChIJ5W_6_E5OTg0RRsHilCooJKw,4.1,480.0,medium,0.75,0.2534,0.3684,0.0,1,1,False,0,1,0,0.5479,high
txk_00012,albergues,Alojamiento,Albergues,GALERNA ZARAUTZ HOSTEL,"Galerna Zarautz Hostel ofrece, desde junio de 2014, a sus huéspedes un alojamiento econ&oa...",Zarautz,GIPUZKOA,43.2834113941069,-2.16507167215803,www.galernazarautzhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000072321_a1_rec_turismo/es_72321/72321-ficha2.html,ChIJw2iZZkfIUQ0RmDZPn0rYaN0,2.5,174.0,high,0.75,0.0,0.3684,-0.1,1,1,False,0,1,0,0.423,high
txk_00013,albergues,Alojamiento,Albergues,DOWNTOWN RIVER,"Ofrece un alojamiento económico, moderno y confortable a sus huéspedes.El albergue ...",Donostia / San Sebastián,GIPUZKOA,43.3185152401597,-1.97944719791815,https://www.downtownriverhostel.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000072322_a1_rec_turismo/es_72322/72322-ficha2.html,ChIJLfd1lVClUQ0RKp5M4Vpo7b0,3.8,526.0,high,0.75,0.1811,0.3684,0.0,1,1,False,0,1,0,0.5202,high
txk_00014,albergues,Alojamiento,Albergues,SURFING ETXEA,"Además, se ofrecen distintas actividades en las que acercar el surf. Su ubicación c...",Donostia / San Sebastián,GIPUZKOA,43.3248119871467,-1.9736440311791,https://sansebastiansurfhostel.com/es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000072681_a1_rec_turismo/es_72681/72681-ficha2.html,ChIJqxwwf0SlUQ0R4SfDKV9uc6A,4.5,218.0,high,0.75,0.397,0.3684,0.0,1,1,False,0,1,0,0.5981,high
txk_00015,albergues,Alojamiento,Albergues,BILBAO CENTRAL HOSTEL,"Inaugurado en 2013, el Bilbao Central Hostel está situado en una céntrica y a la ve...",Bilbao,BIZKAIA,43.2587863680574,-2.93460893127434,http://bilbao-central-hostel.bilbao.top-hotels-es.com/es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000075561_a1_rec_turismo/es_75561/75561-ficha2.html,ChIJR1Nqj9ZPTg0RWOX6MuB7xGI,3.6,460.0,high,0.75,0.1393,0.3684,0.0,1,1,False,0,1,0,0.5035,high
txk_00016,albergues,Alojamiento,Albergues,BILBAO ATERPETXEA HOSTEL,Con capacidad para 170 personas es una buena alternativa de alojamiento para grupos e incluso par...,Bilbao,BIZKAIA,43.2632149651643,-2.96161953430324,https://bilbaohostel.net/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000075581_a1_rec_turismo/es_75581/75581-ficha2.html,ChIJ-QlkV0NQTg0R8QuwUM4FTcQ,2.0,28.0,high,0.75,0.0,0.3684,0.0,1,1,False,0,1,0,0.4245,high
txk_00017,albergues,Alojamiento,Albergues,LEKEITIO ATERPETXEA  HOSTEL,"Este albergue se encuentra en Lekeitio, una de las tradicionales villas marineras de Bizkaia que ...",Ispaster,BIZKAIA,43.3562973520276,-2.50680457688858,http://lekeitio-aterpetxea-hostel.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000076121_a1_rec_turismo/es_76121/76121-ficha2.html,ChIJ64eikuYmTg0RjA8Ag8Mz-F4,4.5,263.0,high,0.75,0.3848,0.3684,0.0,1,1,False,0,1,0,0.5947,high
txk_00018,albergues,Alojamiento,Albergues,BIDE ONA,Aquellos que lo hacen en bicicleta disponen de un servicio para guardarlas.Cuenta con ropa de cam...,Portugalete,BIZKAIA,43.3187833871443,-3.02337361387363,https://alberguebideona.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000079901_a1_rec_turismo/es_79901/79901-ficha2.html,ChIJnQBU7W1ZTg0RamZ0Gsh7cao,4.2,200.0,high,0.75,0.3221,0.3684,0.0,1,1,False,0,1,0,0.5697,high
txk_00019,albergues,Alojamiento,Albergues,LIZARRUSTI PARKETXEA,"En un entorno que aúna la  naturaleza, con el arte, la cultura y las personas se encuentra...",Ataun,GIPUZKOA,42.9604753638978,-2.09942254604331,www.lizarrusti.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000080161_a1_rec_turismo/es_80161/80161-ficha2.html,ChIJszH0k_hGUA0RpnRsjkOauqk,3.7,84.0,high,0.75,0.2134,0.3684,0.0,1,1,False,0,1,0,0.5267,high
txk_00020,albergues,Alojamiento,Albergues,LA BODEGA DE SALINILLAS,"Una bodega familiar convertida en alojamiento, en un edificio totalmente rehabilitado. Enclavada ...",Labastida/Bastida,ARABA,42.6335533457627,-2.83269851428492,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081021_a1_rec_turismo/es_81021/81021-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081021_a1_rec_turismo/es_81021/81021-ficha2.html,ChIJ0RkVUkuMTw0RCOLZ5eFmjEw,4.7,25.0,high,0.75,0.4933,0.3684,0.0,1,1,False,0,1,0,0.6301,high
txk_00021,albergues,Alojamiento,Albergues,IZARBIDE,"El albergue se ubica en una antigua vaquería reformada, a las faldas del monte Arno y en p...",Mutriku,GIPUZKOA,43.2941245776486,-2.38593047746742,www.izarbideaterpetxea.wix.com/izarbide,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081101_a1_rec_turismo/es_81101/81101-ficha2.html,ChIJE-ToSwDXUQ0RThHSCAwR5vQ,4.1,356.0,high,0.75,0.2677,0.3684,0.0,1,1,False,0,1,0,0.5519,high
txk_00022,albergues,Alojamiento,Albergues,BEIZAMAKO ATERPETXEA,"Se trata de un alojamiento perfecto para centros de enseñanza grupos, asociaciones y famil...",Beizama,GIPUZKOA,43.1340058944754,-2.19959677289112,http://www.beizamakoaterpetxea.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081102_a1_rec_turismo/es_81102/81102-ficha2.html,ChIJnSHNBeo0UA0R9VZtVU0MEhg,4.7,69.0,high,0.75,0.5293,0.3684,0.0,1,1,False,0,1,0,0.6402,high
txk_00023,albergues,Alojamiento,Albergues,SANTA BARBARA,"Orientado a alojar a grupos grandes dispone de habitaciones con capacidad entre 8 y 24 personas, ...",Urretxu,GIPUZKOA,43.0923477072016,-2.33458788855361,https://urretxu.eus/es/turismo/albergue-santa-barbara,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081541_a1_rec_turismo/es_81541/81541-ficha2.html,ChIJJwIhLcgtUA0RyVGP6lmDdqA,4.1,386.0,high,0.75,0.2638,0.3684,0.0,1,1,False,0,1,0,0.5508,high
txk_00024,albergues,Alojamiento,Albergues,UZTARTZA,"Situado en Aduna, un pequeño municipio a tan sólo 18 km de San Sebastián, ju...",Aduna,GIPUZKOA,43.20331981451,-2.04958941320516,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081801_a1_rec_turismo/es_81801/81801-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000081801_a1_rec_turismo/es_81801/81801-ficha2.html,ChIJUaDRTpizUQ0RKNN-jKr-CIo,4.5,313.0,high,0.75,0.3735,0.3684,0.0,1,1,False,0,1,0,0.5916,high
txk_00025,albergues,Alojamiento,Albergues,LASTURKO ATERPETXEA,"Su ubicación, junto al Camino de Santiago es perfecta para los peregrinos que en su recorr...",Deba,GIPUZKOA,43.2507636491129,-2.33338039476776,https://www.lastur.eus/es/alojamiento/albergue,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000082041_a1_rec_turismo/es_82041/82041-ficha2.html,ChIJt75BEKPRUQ0RUMboM3--Ge0,4.3,102.0,high,0.75,0.3865,0.3684,0.0,1,1,False,0,1,0,0.5902,high
txk_00026,albergues,Alojamiento,Albergues,TRINKETE ETXEA ATERPETXEA,"El albergue, totalmente reformado, está equipado con habitaciones de 2, 4, 5, 6 y 7 plazas...",Lekeitio,BIZKAIA,43.367557839406,-2.50491815744327,https://www.trinketehostel.net/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000083041_a1_rec_turismo/es_83041/83041-ficha2.html,ChIJqdSxgNkmTg0RCOAMSV2JtSw,4.0,207.0,high,0.75,0.2669,0.3684,-0.15,1,1,False,0,1,0,0.5282,high
txk_00027,albergues,Alojamiento,Albergues,HARIZTI ERDI,El albergue está ubicado en la antigua escuela de Zerain en la comarca del Goierri.    Dis...,Zerain,GIPUZKOA,43.0130822775344,-2.27347734990214,https://goierriturismo.com/alojamientos/albergue-harizti-erdi,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000083661_a1_rec_turismo/es_83661/83661-ficha2.html,ChIJdTUMrycxUA0RpRv8MHtulB0,4.7,7.0,high,0.75,0.2594,0.3684,0.0,1,1,False,0,1,0,0.5646,high
txk_00028,albergues,Alojamiento,Albergues,OTARDI LANDA ATERPETXEA,Se trata de un caserío centenario completamente rehabilitado y situado en un entorno natur...,Asteasu,GIPUZKOA,43.206551309835,-2.10076133138755,http://www.otabardi.eus,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000084341_a1_rec_turismo/es_84341/84341-ficha2.html,,4.4,0.0,high,0.75,1.0,0.4211,0.0,1,0,False,0,1,0,0.7797,
txk_00029,albergues,Alojamiento,Albergues,LA PARRA HOSTEL,Ubicado en pleno centro de Bakio y a sólo 80 metros de una de las playas preferidas para l...,Bakio,BIZKAIA,43.4285664405041,-2.80821823892269,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000085861_a1_rec_turismo/es_85861/85861-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000085861_a1_rec_turismo/es_85861/85861-ficha2.html,ChIJ2Q9Lw0dATg0RIeStLmXGk8c,4.3,1409.0,medium,0.75,0.2384,0.3684,0.0,1,1,False,0,1,0,0.5487,high
txk_00030,albergues,Alojamiento,Albergues,MANDOIA,"Este alojamiento está ubicado en un entorno rural, frente al Parque Natural del Gorbeia, p...",Zeberio,BIZKAIA,43.1609738419719,-2.80397460837161,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000087643_a1_rec_turismo/es_87643/87643-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000087643_a1_rec_turismo/es_87643/87643-ficha2.html,ChIJAa3QwOlKTg0Rhb3n_f7O8hM,4.4,141.0,high,0.75,0.397,0.3684,0.0,1,1,False,0,1,0,0.5956,high
txk_00031,albergues,Alojamiento,Albergues,ALL IRON HOSTEL,"El albergue All Iron Hostel se encuentra en el barrio de Begoña, junto a la Basílic...",Bilbao,BIZKAIA,43.2597147464169,-2.91251904205588,www.allironhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000088441_a1_rec_turismo/es_88441/88441-ficha2.html,ChIJsQiNTLFPTg0RAHACR2XUoKg,3.9,775.0,high,0.75,0.1885,0.3684,0.0,1,1,False,0,1,0,0.5248,high
txk_00032,albergues,Alojamiento,Albergues,QUARTIER  BILBAO,"Quartier Bibao es un albergue moderno y acogedor ubicado en pleno Casco Viejo de Bilbao, entre la...",Bilbao,BIZKAIA,43.2561968059457,-2.92346305053172,https://quartierbilbao.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000089641_a1_rec_turismo/es_89641/89641-ficha2.html,ChIJ43THY8xPTg0RnfMR9Tu_7LU,4.1,722.0,high,0.75,0.2338,0.3684,0.0,1,1,False,0,1,0,0.5424,high
txk_00033,albergues,Alojamiento,Albergues,CATS HOSTELS SAN SEBASTIAN,Cats Hostles San Sebastián se encuentra muy cerca del centro y de las numerosas atrac...,Donostia / San Sebastián,GIPUZKOA,43.3109703887186,-2.00105700301458,https://www.koisihostel.com/es,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000092124_a1_rec_turismo/es_92124/92124-ficha2.html,ChIJFw41xgmwUQ0RNTK6nt4NS5Q,4.2,1391.0,high,0.75,0.2207,0.3684,0.0,1,1,False,0,1,0,0.5413,high
txk_00034,albergues,Alojamiento,Albergues,KOBA HOSTEL,"Este alojamiento está situado en Gros, uno de los barrios de moda de San Sebastián ...",Donostia / San Sebastián,GIPUZKOA,43.3228759556452,-1.97295100580457,http://www.kobahostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000094441_a1_rec_turismo/es_94441/94441-ficha2.html,ChIJ88mKWkOlUQ0Rne6T27jU0W8,4.6,534.0,high,0.75,0.3611,0.3684,0.0,1,1,False,0,1,0,0.5906,high
txk_00035,albergues,Alojamiento,Albergues,BILBAO METROPOLITAN HOSTEL,"El Bilbao Metropolitan Hostel es un moderno albergue ubicado en pleno centro de Bilbao, en la zon...",Bilbao,BIZKAIA,43.2565440039731,-2.93409637455345,www.bilbaometropolitanhostel.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000094861_a1_rec_turismo/es_94861/94861-ficha2.html,ChIJvUiHRdRPTg0RILs2A_OWnoU,3.7,771.0,high,0.75,0.1468,0.3684,0.0,1,1,False,0,1,0,0.5081,high
txk_00036,albergues,Alojamiento,Albergues,Hostel Getaria,El Hostal Txalupa es un alojamiento pensado para quienes están realizando el camino de San...,Getaria,GIPUZKOA,43.3028276865161,-2.20486869135371,www.hostelgetaria.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000204453_a1_rec_turismo/es_204453/204453-ficha2.html,ChIJx25BjjfJUQ0R_r0QSCom_Ak,4.6,118.0,high,0.75,0.466,0.3684,-0.15,1,1,False,0,1,0,0.599,high
txk_00037,albergues,Alojamiento,Albergues,Balea hostel,"Balea Hostel es un hostal situado en el barrio de Loiola de San Sebastián, cercano a la es...",Donostia / San Sebastián,GIPUZKOA,43.3070824054572,-1.96650700210534,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205234_a1_rec_turismo/es_205234/205234-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205234_a1_rec_turismo/es_205234/205234-ficha2.html,ChIJ6aNopJCvUQ0R6QDX-XQ7R3k,3.9,303.0,high,0.75,0.2253,0.3684,0.0,1,1,False,0,1,0,0.5351,high
txk_00038,albergues,Alojamiento,Albergues,A ROOM IN THE CITY,A room in the city es un hostal que permite a sus huéspedes conocer de cerca los encantos ...,Donostia / San Sebastián,GIPUZKOA,43.3164171628975,-1.98367257223533,https://www.aroominthecity.eu,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205873_a1_rec_turismo/es_205873/205873-ficha2.html,ChIJcWcNG1SlUQ0R6vY8Nr45FEc,4.3,1939.0,high,0.75,0.2203,0.3684,0.0,1,1,False,0,1,0,0.5437,high
txk_00039,albergues,Alojamiento,Albergues,ARRITXULO ATERPETXEA,"Arritxulo Aterpetxea es un albergue ubicado en el término municipal de Oiartzun, en la fal...",Oiartzun,GIPUZKOA,43.2722303576939,-1.79580137584217,https://www.arritxulo.org,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205874_a1_rec_turismo/es_205874/205874-ficha2.html,ChIJF4elfQEHUQ0Rz73LpZzqiBA,4.6,394.0,high,0.75,0.3823,0.3684,0.0,1,1,False,0,1,0,0.5965,high
txk_00040,albergues,Alojamiento,Albergues,ARANTZAZU ATERPETXEA,"Emplazado a escasos metros del Santuario de Arantzazu, cuna del arte contemporáneo vasco, ...",Oñati,GIPUZKOA,42.9798026444567,-2.40132125905179,https://www.arantzazuaterpetxea.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000205875_a1_rec_turismo/es_205875/205875-ficha2.html,ChIJtzxI_hUmUA0RapO7HtRp_ko,4.6,99.0,high,0.75,0.4776,0.3684,0.0,1,1,False,0,1,0,0.6232,high
txk_00041,albergues,Alojamiento,Albergues,ERLETXE,A escasos metros de la estación de tren de Gaitxurizketa se encuentra el albergue Erletxe....,Lezo,GIPUZKOA,43.3254008030074,-1.85864873766588,www.erletxeaterpea.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000207829_a1_rec_turismo/es_207829/207829-ficha2.html,ChIJnR6zXiKnUQ0RexDi56UQysw,3.9,47.0,high,0.75,0.2849,0.3684,0.0,1,1,False,0,1,0,0.5517,high
txk_00042,albergues,Alojamiento,Albergues,Albergue Natura Sobron,El albergue Sobrón Natura está enclavado en uno de los entornos naturales má...,Lantarón,ARABA,42.773991752383,-3.11503233895801,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000207982_a1_rec_turismo/es_207982/207982-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000207982_a1_rec_turismo/es_207982/207982-ficha2.html,ChIJ97gh25l1Tw0Rw79A03JzfTc,4.8,180.0,high,0.75,0.4914,0.3684,0.0,1,1,False,0,1,0,0.6321,high
txk_00043,albergues,Alojamiento,Albergues,ALARPE,El albergue Alarpe está integrado en el centro de turismo ecuestre del mismo nombre por lo...,Zaldibia,GIPUZKOA,43.0335038624392,-2.15851811779063,www.alarpeaterpetxea.com,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000208204_a1_rec_turismo/es_208204/208204-ficha2.html,,4.4,0.0,high,0.75,1.0,0.3684,0.0,1,0,False,0,1,0,0.7621,
txk_00044,albergues,Alojamiento,Albergues,MOANA ECO SURF HOUSE,Moana Eco Surf House es un alojamiento surf-friendly en la zona de Uribe Kosta. Situado a 400 met...,Sopela,BIZKAIA,43.3809515688641,-2.99438122465234,https://www.moanasurfhouse.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000208936_a1_rec_turismo/es_208936/208936-ficha2.html,ChIJh7TXM2xcTg0R6Hr6PV6klqo,4.7,555.0,medium,0.75,0.3808,0.3684,0.0,1,1,False,0,1,0,0.5986,high
txk_00045,albergues,Alojamiento,Albergues,Laga surf camp,Laga Surf Camp es un surf hostel que se encuentra en el municipio de Ibarrangelu dentro de la res...,Ibarrangelu,BIZKAIA,43.3892631437705,-2.63129373838049,https://lagasurfcamp.com/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000209216_a1_rec_turismo/es_209216/209216-ficha2.html,,4.4,0.0,high,0.75,1.0,0.3684,0.0,1,0,False,0,1,0,0.7788,
txk_00046,albergues,Alojamiento,Albergues,USANDI,"Usandi es un albergue en el Camino de Santiago por la costa, en la localidad de Ziortza-Bolibar. ...",Ziortza-Bolibar,BIZKAIA,43.25033442,-2.5498144,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000209304_a1_rec_turismo/es_209304/209304-ficha2.html,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000209304_a1_rec_turismo/es_209304/209304-ficha2.html,ChIJ0Sgy95AvTg0RBtSxJgtKYVg,4.3,79.0,medium,0.75,0.3992,0.3684,0.0,1,1,False,0,1,0,0.5937,high
txk_00047,albergues,Alojamiento,Albergues,BLAI BLAI ATERPEA,"Pequeño hotel familiar a tan solo 3 minutos andando de la playa de Zarautz, tan cerca, que...",Zarautz,GIPUZKOA,43.2859738987417,-2.16570804213199,https://blaiblai.com/es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000210413_a1_rec_turismo/es_210413/210413-ficha2.html,ChIJ3SDYvkDIUQ0RqZ1Q6rR5Biw,4.6,250.0,high,0.75,0.414,0.3684,-0.1,1,1,False,0,1,0,0.5914,high
txk_00048,albergues,Alojamiento,Albergues,LATROUPE LA GRANJA,"Ubicado en la Plaza Circular, en Abando, este alojamiento es perfecto para recorrer toda la ciuda...",Bilbao,BIZKAIA,43.2616264350183,-2.92706276652397,https://www.latroupe.com/es/,https://turismoa.euskadi.eus/webtur00-content/es/contenidos/a_alojamiento/0000212835_a1_rec_turismo/es_212835/212835-ficha2.html,ChIJq6p63M9PTg0Re4E86DwMBkM,4.6,1580.0,high,0.75,0.2854,0.3684,0.0,1,1,False,0,1,0,0.5694,high
